clave_entidad,estado,clave_municipio,municipio,poblacion_total,analf,sbasc,ovsde,ovsee,ovsae,ovpt,vhac,pl.5000,po2sm,indice_marginacion_2020,grado_marginacion_2020,indice_marginacion_normalizado_2020,lugar_nacional,ancho_banda_bajada,ancho_banda_subida,conteo_registros
05,Coahuila de Zaragoza,5018,MONCLOVA,237951,1.18558098551772,18.5200821973228,0.109535023823868,0.178201304281887,0.562420218480244,0.414560161779575,13.3260669708252,0.328639089560456,51.6937809456445,60.4768300568519,Muy bajo,0.946982991543298,2444,10267.185840707965,1354.6341946902653,113
05,Coahuila de Zaragoza,5019,MORELOS,7928,1.70109356014581,27.7903141815657,0.330242601295567,0.203226216181887,0.419154070875143,0.444557347897879,15.2658662796021,15.2371342078708,60.4451510333863,59.4673507022789,Muy bajo,0.931175949768852,2364,3028.114285714286,460.8,35
05,Coahuila de Zaragoza,5020,MÚZQUIZ,71627,2.50762254710343,29.7171244791815,0.446579988694177,0.40135669869983,0.503109101187111,0.589315997738836,17.6989421844482,10.1847068842755,68.0417621594092,58.9049613636146,Muy bajo,0.922369715416957,2311,1024.0,256.0,3
05,Coahuila de Zaragoza,5021,NADADORES,6539,2.31378120560179,25.1345423363944,0.58121749770572,0.152951973080453,0.382379932701132,0.244723156928724,15.1039028167725,100.0,69.7907188353048,57.7527937612693,Muy bajo,0.904328374265269,2109,1024.0,256.0,1
05,Coahuila de Zaragoza,5022,NAVA,33129,1.76440504602796,26.0863241999429,0.360540507786463,0.263548514131653,0.402957038114282,0.796897251764991,15.7545957565308,2.76494913821727,78.7733128244568,58.9554821241229,Muy bajo,0.923160800215486,2315,0.0,0.0,0
05,Coahuila de Zaragoza,5023,OCAMPO,9642,3.88207822533567,38.8819939890022,1.06248685041027,3.70292446875658,4.76541131916684,1.31495897328003,18.1749897003174,100.0,81.4613911933631,55.1278959758259,Bajo,0.863226128082429,1435,2382.3283582089553,492.8955223880597,67
05,Coahuila de Zaragoza,5024,PARRAS,44472,3.53480924962281,26.5282704682635,2.37212247297725,0.280403419112659,3.25855908823662,1.49473112930216,17.0841217041016,21.7530131318582,74.9652449535673,57.9477297945311,Muy bajo,0.9073808012487,2151,1248.0,256.0,12
05,Coahuila de Zaragoza,5025,PIEDRAS NEGRAS,176327,1.42278638735301,22.8261643861993,0.106025698336829,0.15760576779799,0.3541831436333,0.519845250035822,15.6578588485718,1.34295938795533,76.8290968395006,59.2727558881289,Muy bajo,0.92812886580183,2347,9475.820895522387,1194.4119402985075,67
05,Coahuila de Zaragoza,5026,PROGRESO,3239,3.35884353741497,42.9477445740201,0.976685570258349,0.0315059861373661,0.976685570258349,0.535601764335224,17.4002056121826,100.0,82.0910973084886,56.4638302346,Bajo,0.884144999321047,1789,13636.266666666666,1729.4222222222222,45
05,Coahuila de Zaragoza,5027,RAMOS ARIZPE,122243,1.68345176043888,17.9965404059296,0.221903902362283,0.194579914384838,0.813923641873598,0.58541028401093,12.9485092163086,6.7349459682763,55.0381017051456,60.1650088427359,Muy bajo,0.942100305299779,2430,14836.0,7512.0,32
05,Coahuila de Zaragoza,5028,SABINAS,64811,1.6242024936408,23.9410705549475,0.12210200927357,0.137557959814529,0.482225656877898,0.502341685085862,12.7761812210083,8.6636527749919,62.8846392135806,59.7511520314129,Muy bajo,0.935619883609541,2391,4876.190476190476,565.6380952380953,21
05,Coahuila de Zaragoza,5029,SACRAMENTO,2471,3.41221794166208,28.8387451843698,0.607041683528936,0.0404694455685957,0.0809388911371914,0.121408336705787,18.7586212158203,100.0,68.4329199549042,57.4433073588306,Muy bajo,0.8994822479232,2031,1024.0,256.0,1
05,Coahuila de Zaragoza,5030,SALTILLO,879958,1.25806716402885,16.4100363514267,0.123953570011469,0.0849568126673695,0.851759147348958,0.533152794820801,11.8834667205811,1.76451603371979,47.0246044187866,60.7375040578758,Muy bajo,0.951064783612676,2455,29157.262222222223,21178.053973333335,450
05,Coahuila de Zaragoza,5031,SAN BUENAVENTURA,24759,1.49196841818677,20.8092800348546,0.259046385493402,0.31166518254675,0.319760382093419,0.263136588130516,13.0863227844238,5.43640696312452,60.1634206402507,59.9613705887526,Muy bajo,0.938911613650952,2415,0.0,0.0,0
05,Coahuila de Zaragoza,5032,SAN JUAN DE SABINAS,42260,1.49902985541716,25.6770639913526,0.227461201279469,0.130316313233029,0.326975476839237,0.540220353038739,13.0404891967773,7.5769048745859,61.9819322805324,59.7579886590898,Muy bajo,0.935726935684252,2395,1024.0,256.0,3
05,Coahuila de Zaragoza,5033,SAN PEDRO,101041,3.63664050278943,32.9701799647613,1.16553819272085,0.227349443043504,6.14042054683001,1.45448408010087,18.3112392425537,43.1300165279441,80.5253998508328,57.059406535828,Muy bajo,0.893470895319548,1934,8009.142857142857,1339.7863354037268,161
05,Coahuila de Zaragoza,5034,SIERRA MOJADA,6744,2.37087214225233,27.567267423745,0.737213945630471,0.675779450161266,1.32084165258793,0.906158808170788,22.912317276001,100.0,46.2970624741415,57.9045374458784,Muy bajo,0.906704469180692,2143,832.0,256.0,2
05,Coahuila de Zaragoza,5035,TORREÓN,720848,1.24249142869844,19.2546169601119,0.106708103817918,0.0475642500958957,0.189840929760251,0.913159201620418,9.89475727081299,4.25263023550041,59.5727601577001,60.2884207175746,Muy bajo,0.944032763504298,2433,8867.293519695044,1331.2650571791614,787
05,Coahuila de Zaragoza,5036,VIESCA,20305,4.67469879518072,41.7053310584379,3.07355647287014,0.218829263440593,9.83239667777391,2.10924286140683,21.4876041412354,100.0,84.9905303030303,54.8588292288359,Bajo,0.85901291729162,1351,1160.0,256.0,32
05,Coahuila de Zaragoza,5037,VILLA UNIÓN,6188,2.83254022207115,32.1310024523684,1.03643724696356,0.469635627530364,0.825910931174089,0.27490297542044,18.4369831085205,12.0394311570782,75.9299781181619,58.337700821595,Muy bajo,0.913487204799895,2215,640.0,256.0,1
05,Coahuila de Zaragoza,5038,ZARAGOZA,13135,2.98079983027474,36.2074484734092,0.633636155431712,1.34320384644738,0.427513550652722,1.04588136498969,14.6121015548706,15.1122953939855,85.7449716852177,57.7682332789898,Muy bajo,0.904570135625203,2111,1187.5555555555557,256.0,18
06,Colima,6001,ARMERÍA,27626,7.14705019078368,46.3718513783592,0.750701505047192,0.45187857585365,1.39207754819431,5.14521007178516,22.3172817230225,44.3712444798378,74.2750688482099,56.4059237449604,Bajo,0.883238264283229,1771,972.8,266.24,25
06,Colima,6002,COLIMA,157048,2.38506796510448,23.7181445123715,0.176788281462486,0.327673518022043,0.483091787439614,1.61658031088083,11.6573114395142,6.42033009016352,58.7738708893465,59.7711755354347,Muy bajo,0.935933423815301,2397,10184.971962616823,3190.429906542056,642
06,Colima,6003,COMALA,21661,3.22561196189557,35.7180995824184,0.909218072457686,0.769338369002658,0.629458665547629,3.89798106961347,20.5821208953857,55.454503485527,74.2942345924453,57.1625072020632,Muy bajo,0.895085308264963,1957,6108.689655172414,868.0459770114943,87
06,Colima,6004,COQUIMATLÁN,20837,5.9051368340847,38.6255122749451,0.409263806634889,0.943941437102678,1.14593865857769,4.62708844913092,19.7957191467285,28.5309785477756,74.244966442953,57.1251916292823,Muy bajo,0.89450099832825,1952,6667.906976744186,915.3488372093024,86
06,Colima,6005,CUAUHTÉMOC,31267,3.78611756891398,34.6199805220429,0.868558193398958,0.225181753844174,1.20311394196745,1.62452550987583,15.6869077682495,37.0678350977068,67.0435357169077,58.1700784403634,Muy bajo,0.910862471594152,2185,89533.70947368421,62401.04663578948,475
06,Colima,6006,IXTLAHUACÁN,5623,7.12479889680533,43.3463571592737,1.30590339892665,0.948121645796064,1.93202146690519,7.3345259391771,18.9078102111816,100.0,83.4045860862806,55.0289760226252,Bajo,0.861677179284729,1398,960.0,256.0,24
06,Colima,6007,MANZANILLO,191031,2.43761568758437,25.4960208463381,0.186042099271643,0.22082617448957,0.48381486439481,1.69938223449788,16.0041675567627,11.2620464741325,50.6941266209001,59.7547410038696,Muy bajo,0.935676081923348,2392,9099.580952380953,1147.1238095238095,210
06,Colima,6008,MINATITLÁN,10231,5.21061269146608,34.0699977575941,1.06192933703851,1.24057165541882,2.22310440651052,3.94998015085351,19.8393287658691,40.6216401133809,62.5,57.3805329920052,Muy bajo,0.898499288703402,2012,4160.0,667.6078431372549,102
